equipment_id,equipment_type,manufacturer,age_months,usage_hours_per_day,total_scans_or_uses,days_since_last_maintenance,num_previous_repairs,avg_temperature_c,max_temperature_c,vibration_level_mm_s,voltage_fluctuation_pct,coolant_level_pct,helium_level_pct,tube_current_ma,error_logs_last_30_days,power_supply_stability_score,ambient_humidity_pct,component_wear_index,technician_rating_last_inspection,failure_within_30_days,remaining_useful_life_days
MRI-00152,MRI Machine,GE Healthcare,88.1,14.83,49787,42.0,2,19.97,31.33,2.258,2.07,81.0,79.7,0.0,2,68.5,43.9,19.94,84.1,0,102.3
VT-00153,Ventilator,Siemens Healthineers,19.5,13.89,7871,26.3,1,23.54,32.26,1.502,1.32,100.0,100.0,0.0,0,90.8,37.4,3.65,83.6,0,153.1
CT-00154,CT Scanner,Siemens Healthineers,81.7,9.32,16407,65.1,1,24.34,29.84,2.079,4.07,96.8,100.0,328.7,2,82.7,52.8,21.06,70.7,0,61.6
VT-00155,Ventilator,Mindray,54.7,13.37,20871,33.9,1,24.93,30.53,1.341,2.52,100.0,100.0,0.0,3,94.4,49.5,26.56,66.4,0,91.3
US-00156,Ultrasound Machine,Philips,102.8,7.48,29340,85.2,2,28.4,35.83,2.334,3.29,100.0,100.0,0.0,1,74.7,26.5,31.77,73.2,1,89.6
US-00157,Ultrasound Machine,Siemens Healthineers,59.3,11.34,24631,74.8,9,20.13,26.44,2.796,2.58,100.0,100.0,0.0,6,91.2,41.1,23.01,86.5,0,71.6
US-00158,Ultrasound Machine,Philips,73.4,12.56,27843,8.4,4,24.94,32.06,1.162,2.38,100.0,100.0,0.0,2,84.1,50.3,7.2,74.6,0,162.3
MRI-00159,MRI Machine,Siemens Healthineers,69.3,11.13,20863,35.3,8,17.74,29.36,1.284,3.89,83.0,84.6,0.0,3,70.1,37.6,23.16,59.1,1,67.6
CT-00160,CT Scanner,Philips,44.9,15.34,19632,16.4,0,21.65,26.78,2.336,2.76,90.9,100.0,311.2,4,90.6,47.3,14.25,80.1,0,102.7
CT-00161,CT Scanner,Canon Medical,180.0,13.53,74759,1.2,10,21.82,30.68,2.831,2.14,81.7,100.0,330.3,8,86.8,48.0,38.42,57.1,0,43.7
MRI-00162,MRI Machine,Mindray,81.8,6.81,16411,1.5,5,12.34,19.01,1.07,1.27,97.7,94.7,0.0,2,96.7,40.1,25.3,60.7,0,98.3
VT-00163,Ventilator,Philips,44.1,21.89,36449,47.5,0,21.75,28.91,2.049,3.4,100.0,100.0,0.0,2,77.4,49.0,12.35,75.9,0,119.1
CT-00164,CT Scanner,Siemens Healthineers,37.6,16.57,19217,21.1,3,23.37,28.42,1.66,3.21,89.9,100.0,309.4,0,70.8,66.4,8.36,71.6,0,115.7
US-00165,Ultrasound Machine,Mindray,45.1,9.31,13240,51.0,0,29.55,34.19,0.475,2.11,100.0,100.0,0.0,1,74.3,50.9,4.53,63.6,0,148.3
MRI-00166,MRI Machine,Siemens Healthineers,22.5,8.95,5779,65.8,2,12.85,24.74,1.938,4.11,92.5,92.4,0.0,0,68.6,40.1,5.92,61.7,0,110.9
CT-00167,CT Scanner,Philips,59.0,7.74,13883,30.6,0,27.71,30.26,2.026,1.12,85.2,100.0,289.5,2,64.0,34.4,6.04,77.7,0,144.2
VT-00168,Ventilator,Mindray,59.1,14.53,21696,1.0,1,19.22,23.02,1.368,0.5,100.0,100.0,0.0,1,80.2,31.8,10.64,43.3,0,128.1
MRI-00169,MRI Machine,Siemens Healthineers,61.6,6.43,12342,78.1,2,13.73,17.95,1.56,1.04,89.6,92.7,0.0,6,83.8,42.0,20.94,59.7,0,80.3
CT-00170,CT Scanner,Mindray,11.3,7.62,3230,45.0,0,22.78,27.43,2.187,0.0,85.0,100.0,339.3,1,95.5,58.4,4.37,84.3,0,112.7
XR-00171,X-Ray Machine,Mindray,24.4,13.38,7546,3.7,2,24.94,33.41,2.15,3.05,100.0,100.0,313.1,0,76.0,31.3,6.33,66.3,0,148.0
MRI-00172,MRI Machine,Canon Medical,27.0,15.23,12605,103.7,0,15.96,18.97,1.577,1.36,90.4,84.4,0.0,3,79.8,41.8,7.85,81.1,0,110.1
US-00173,Ultrasound Machine,GE Healthcare,72.2,13.15,28790,18.3,5,19.37,24.55,1.522,1.59,100.0,100.0,0.0,4,86.5,50.9,18.64,59.3,0,110.7
CT-00174,CT Scanner,Philips,44.1,6.24,8271,182.4,3,23.47,29.3,2.401,2.1,90.6,100.0,278.3,4,86.5,50.9,22.52,71.5,1,28.6
MRI-00175,MRI Machine,Siemens Healthineers,54.5,14.6,22400,62.5,1,17.53,24.89,2.804,0.81,72.1,85.2,0.0,3,90.3,45.8,21.3,66.5,0,82.8
MRI-00176,MRI Machine,Philips,37.2,7.04,6125,2.3,1,12.71,20.23,2.3,2.71,91.9,89.0,0.0,1,94.4,41.5,0.0,83.1,0,164.7
VT-00177,Ventilator,Canon Medical,67.4,16.28,27035,72.6,2,21.88,25.74,1.674,3.22,100.0,100.0,0.0,3,86.6,42.0,14.24,66.2,0,93.0
VT-00178,Ventilator,Philips,46.9,10.46,16778,99.9,0,24.92,30.76,3.964,2.58,100.0,100.0,0.0,5,66.0,41.0,20.84,89.6,0,80.9
CT-00179,CT Scanner,GE Healthcare,60.4,6.85,8915,103.4,4,20.59,29.45,1.947,2.91,94.0,100.0,324.3,6,81.9,24.0,26.97,60.5,1,29.6
CT-00180,CT Scanner,Canon Medical,48.2,7.88,14174,37.7,2,25.73,28.48,2.668,1.23,89.8,100.0,234.4,3,86.9,66.2,13.33,88.6,0,110.4
CT-00181,CT Scanner,Siemens Healthineers,39.6,12.24,17144,28.9,1,28.14,39.49,2.116,4.26,86.1,100.0,364.9,2,71.0,49.2,23.16,78.2,0,102.7
VT-00182,Ventilator,GE Healthcare,72.8,16.64,43773,5.6,0,24.68,31.79,2.491,2.4,100.0,100.0,0.0,0,71.2,36.5,12.38,55.3,0,136.6
US-00183,Ultrasound Machine,Philips,65.3,4.68,10029,1.6,6,22.89,31.49,2.715,1.77,100.0,100.0,0.0,2,75.1,48.4,16.91,83.0,0,104.1
MRI-00184,MRI Machine,GE Healthcare,126.2,14.96,40535,98.7,6,23.08,30.9,2.143,2.47,82.3,87.8,0.0,4,78.0,38.4,30.71,79.1,1,58.6
VT-00185,Ventilator,Philips,33.6,22.25,17875,8.5,0,16.87,20.37,1.802,2.22,100.0,100.0,0.0,0,80.3,44.5,6.48,81.8,0,181.8
MRI-00186,MRI Machine,Philips,52.0,7.38,9697,2.1,3,23.51,31.18,2.851,3.49,82.8,92.3,0.0,0,74.3,45.3,5.08,68.3,0,131.3
XR-00187,X-Ray Machine,Philips,34.3,17.48,23121,56.9,2,24.27,32.11,1.17,1.27,100.0,100.0,333.8,1,98.1,48.5,9.37,78.3,0,94.5
VT-00188,Ventilator,Siemens Healthineers,63.4,19.07,26280,53.4,3,17.39,23.98,1.949,1.75,100.0,100.0,0.0,2,85.3,38.1,15.56,78.1,0,110.4
MRI-00189,MRI Machine,Mindray,112.9,9.58,32026,49.0,3,14.96,21.56,2.412,2.01,94.8,82.9,0.0,5,92.4,43.6,22.34,70.1,0,74.1
US-00190,Ultrasound Machine,GE Healthcare,58.7,12.51,25126,78.7,3,24.51,29.68,1.876,0.5,100.0,100.0,0.0,1,88.2,48.8,21.14,93.1,1,110.2
US-00191,Ultrasound Machine,Philips,25.9,13.8,9129,135.3,0,20.77,29.6,1.727,3.81,100.0,100.0,0.0,4,82.1,69.7,13.76,68.2,0,106.2
XR-00192,X-Ray Machine,Canon Medical,47.4,12.86,19139,39.9,2,21.55,25.46,1.445,4.38,100.0,100.0,335.5,0,80.3,47.6,18.36,65.9,0,115.2
CT-00193,CT Scanner,Philips,62.8,16.6,26321,70.7,2,29.28,35.62,1.582,1.15,89.4,100.0,245.1,6,89.1,38.0,21.13,88.7,0,62.8
VT-00194,Ventilator,Siemens Healthineers,41.7,17.69,21418,23.1,2,23.13,26.23,1.214,2.59,100.0,100.0,0.0,1,88.1,33.1,12.63,70.2,0,139.2
CT-00195,CT Scanner,Canon Medical,58.0,8.41,10256,57.3,0,24.9,36.85,2.398,3.56,89.3,100.0,225.9,2,56.3,57.4,12.91,72.0,0,95.6
MRI-00196,MRI Machine,Canon Medical,60.3,6.83,12949,58.2,3,19.93,25.0,2.194,2.03,88.3,91.5,0.0,1,86.1,49.5,25.74,68.7,0,65.0
CT-00197,CT Scanner,Siemens Healthineers,63.0,14.74,27411,18.0,4,27.86,35.11,2.306,2.92,96.5,100.0,231.7,1,85.9,60.5,15.84,72.4,0,100.4
XR-00198,X-Ray Machine,Siemens Healthineers,79.3,13.07,25392,53.6,3,23.65,28.33,1.526,3.95,100.0,100.0,254.4,3,71.8,39.5,6.81,86.7,0,152.2
US-00199,Ultrasound Machine,Canon Medical,23.3,10.38,5986,20.7,1,26.36,28.73,1.074,0.0,100.0,100.0,0.0,1,75.6,48.1,0.0,61.7,0,153.9
XR-00200,X-Ray Machine,Philips,109.0,18.91,61881,52.7,6,25.28,33.72,2.495,2.44,100.0,100.0,265.3,0,75.1,35.6,24.99,42.4,0,73.9
US-00201,Ultrasound Machine,Mindray,80.0,13.67,40062,33.6,3,24.45,29.2,2.959,2.86,100.0,100.0,0.0,1,70.5,61.1,17.83,67.9,0,111.4
MRI-00202,MRI Machine,Philips,20.3,10.09,6491,66.5,1,15.77,22.85,1.886,2.96,95.7,90.5,0.0,2,64.6,47.7,13.91,85.3,0,100.2
VT-00203,Ventilator,GE Healthcare,67.1,22.73,48325,11.9,4,24.46,27.69,1.515,2.27,100.0,100.0,0.0,1,89.5,41.8,17.91,56.1,0,107.1
US-00204,Ultrasound Machine,Canon Medical,149.7,12.06,41957,5.4,4,23.69,34.55,2.634,3.05,100.0,100.0,0.0,3,85.8,47.5,23.82,61.1,0,104.4
US-00205,Ultrasound Machine,Philips,78.7,10.8,23801,34.3,3,21.03,31.49,1.257,4.31,100.0,100.0,0.0,3,81.6,42.6,15.54,75.5,0,119.4
US-00206,Ultrasound Machine,Mindray,39.5,6.88,6586,81.1,3,25.74,29.9,0.1,3.08,100.0,100.0,0.0,3,85.6,40.5,13.73,68.3,0,108.9
US-00207,Ultrasound Machine,Philips,36.7,8.85,10998,20.0,3,23.88,27.42,0.391,4.44,100.0,100.0,0.0,1,65.1,40.3,18.68,65.8,0,131.0
CT-00208,CT Scanner,Philips,36.9,14.29,13234,24.8,2,19.16,29.74,0.599,0.96,95.7,100.0,316.1,0,75.1,29.6,8.93,60.2,0,125.1
XR-00209,X-Ray Machine,GE Healthcare,30.4,5.13,4170,47.4,1,27.64,31.72,1.367,1.52,100.0,100.0,291.1,1,87.3,50.1,10.53,64.5,0,121.7
MRI-00210,MRI Machine,GE Healthcare,51.9,13.04,18526,120.1,1,20.81,26.34,2.246,0.94,89.6,86.7,0.0,1,86.6,41.5,25.42,74.1,0,85.3
US-00211,Ultrasound Machine,Philips,17.5,5.97,2741,107.9,1,24.92,36.12,0.396,2.17,100.0,100.0,0.0,3,86.9,35.4,9.78,70.9,0,121.4
US-00212,Ultrasound Machine,Philips,23.6,12.96,7465,85.3,1,22.99,28.15,1.809,0.54,100.0,100.0,0.0,3,95.9,55.6,6.42,84.3,0,134.0
XR-00213,X-Ray Machine,Siemens Healthineers,31.9,13.64,9577,12.5,0,22.44,25.88,1.312,1.97,100.0,100.0,375.6,0,83.9,44.7,14.0,84.8,0,134.9
XR-00214,X-Ray Machine,Mindray,90.2,6.39,15733,32.0,3,22.54,28.67,2.327,1.96,100.0,100.0,255.6,3,89.0,17.6,18.29,59.6,0,114.3
VT-00215,Ventilator,Mindray,31.0,10.32,10241,21.7,1,25.17,32.27,1.461,3.15,100.0,100.0,0.0,3,82.1,55.8,14.29,70.7,0,110.7
XR-00216,X-Ray Machine,Siemens Healthineers,40.7,12.84,11375,52.8,3,26.34,30.54,0.992,4.21,100.0,100.0,314.1,0,69.1,39.9,18.33,58.9,0,118.0
MRI-00217,MRI Machine,Siemens Healthineers,24.4,10.83,9805,46.5,1,21.49,25.66,2.455,2.06,80.2,95.8,0.0,1,67.7,33.8,6.68,76.0,0,101.5
XR-00218,X-Ray Machine,Siemens Healthineers,101.7,9.31,32088,102.7,2,27.29,31.21,2.366,2.49,100.0,100.0,289.1,2,71.6,53.0,25.03,51.3,0,85.0
MRI-00219,MRI Machine,Philips,80.2,7.22,19214,88.7,5,20.54,24.25,1.578,1.63,85.5,88.5,0.0,2,75.9,30.6,23.62,91.0,0,50.1
MRI-00220,MRI Machine,Siemens Healthineers,65.6,7.23,10825,21.3,1,22.82,29.24,1.965,2.37,92.7,84.6,0.0,3,78.4,45.1,24.15,78.6,0,110.0
MRI-00221,MRI Machine,GE Healthcare,31.1,8.61,7835,42.7,1,22.45,32.66,2.583,2.47,83.1,90.9,0.0,3,77.5,49.1,9.44,80.4,0,115.3
VT-00222,Ventilator,Siemens Healthineers,36.1,22.18,30040,42.4,5,28.06,37.26,1.276,1.4,100.0,100.0,0.0,3,70.4,61.2,8.24,76.1,0,86.2
US-00223,Ultrasound Machine,Siemens Healthineers,85.5,10.68,31712,96.9,3,28.18,36.31,1.813,1.62,100.0,100.0,0.0,0,81.3,75.0,23.49,52.8,0,92.3
MRI-00224,MRI Machine,Canon Medical,24.4,6.4,5853,37.0,0,20.81,29.15,1.0,1.4,90.5,89.7,0.0,2,69.0,42.7,2.81,58.3,0,119.0
MRI-00225,MRI Machine,Canon Medical,74.2,14.29,27568,59.2,0,21.59,29.41,2.479,3.48,95.2,78.4,0.0,5,75.5,53.7,17.36,48.6,0,94.0
XR-00226,X-Ray Machine,Canon Medical,27.5,18.4,18651,128.4,2,27.16,30.62,3.674,3.4,100.0,100.0,313.0,3,90.0,52.9,20.48,60.4,1,61.3
CT-00227,CT Scanner,Canon Medical,66.1,11.47,28597,21.6,4,26.62,31.87,1.679,3.04,83.4,100.0,226.2,1,75.4,64.8,19.14,50.7,0,100.6
VT-00228,Ventilator,Siemens Healthineers,61.0,12.64,26306,11.3,0,21.31,24.79,3.465,2.43,100.0,100.0,0.0,2,85.1,49.0,12.01,60.6,0,147.7
CT-00229,CT Scanner,Siemens Healthineers,123.9,11.12,47109,4.2,4,27.22,37.4,3.331,0.3,86.6,100.0,327.8,3,97.4,65.2,28.77,49.6,0,81.8
CT-00230,CT Scanner,Canon Medical,58.5,14.22,19129,4.8,1,27.39,37.36,2.108,2.44,75.6,100.0,296.8,0,70.6,59.3,13.74,76.3,0,120.1
XR-00231,X-Ray Machine,Philips,28.6,9.61,7570,148.5,2,24.41,33.87,1.544,2.49,100.0,100.0,379.8,4,82.5,44.3,16.42,67.8,1,78.2
MRI-00232,MRI Machine,Mindray,102.5,10.0,36011,50.8,3,21.44,33.25,2.195,1.4,95.5,85.5,0.0,3,84.5,51.2,29.52,68.2,0,89.2
VT-00233,Ventilator,Philips,73.9,20.53,39980,8.9,1,20.74,28.24,2.582,3.91,100.0,100.0,0.0,3,82.1,54.6,12.29,64.6,0,114.1
MRI-00234,MRI Machine,Canon Medical,47.8,9.33,14754,18.2,2,18.95,30.27,2.51,1.11,84.6,86.2,0.0,1,86.6,44.9,16.8,56.1,0,125.4
XR-00235,X-Ray Machine,Canon Medical,15.6,15.17,6620,30.8,1,20.91,28.6,1.972,0.0,100.0,100.0,351.0,1,89.5,43.4,6.2,64.6,0,143.5
CT-00236,CT Scanner,Philips,106.8,6.81,27013,98.8,3,21.36,30.45,2.922,1.35,89.8,100.0,278.7,5,74.4,37.8,15.86,59.1,1,64.4
MRI-00237,MRI Machine,Canon Medical,60.1,9.04,15529,6.6,1,14.73,23.41,2.046,1.17,80.2,86.4,0.0,3,70.3,38.8,11.77,65.1,0,141.7
US-00238,Ultrasound Machine,Philips,25.4,6.03,5736,72.2,0,19.77,25.96,1.842,1.85,100.0,100.0,0.0,0,75.5,51.1,11.45,75.2,0,117.2
VT-00239,Ventilator,Canon Medical,8.9,17.69,4788,126.3,0,20.39,29.93,2.577,4.1,100.0,100.0,0.0,1,68.8,52.2,15.69,76.6,0,92.1
CT-00240,CT Scanner,Mindray,56.6,12.41,25578,63.9,1,25.34,35.88,1.508,2.89,95.8,100.0,251.5,5,88.2,44.2,14.07,75.4,0,104.6
XR-00241,X-Ray Machine,GE Healthcare,64.9,5.57,8249,12.2,0,26.35,37.24,1.445,2.4,100.0,100.0,306.8,2,82.8,43.1,15.61,60.6,0,151.2
VT-00242,Ventilator,Canon Medical,70.1,15.33,36491,139.3,3,21.92,33.46,2.955,3.28,100.0,100.0,0.0,1,77.6,45.3,37.08,74.0,1,52.0
XR-00243,X-Ray Machine,Siemens Healthineers,36.1,18.57,23075,84.2,1,29.75,37.92,2.713,0.0,100.0,100.0,337.5,3,87.9,50.8,4.37,69.0,0,143.2
VT-00244,Ventilator,Mindray,11.1,13.41,5088,12.2,2,25.8,34.71,1.489,0.0,100.0,100.0,0.0,1,86.3,48.8,3.9,81.1,0,151.3
US-00245,Ultrasound Machine,Canon Medical,59.0,11.27,22385,50.1,0,24.08,31.22,1.794,1.69,100.0,100.0,0.0,3,77.4,64.0,10.7,65.6,0,114.4
CT-00246,CT Scanner,GE Healthcare,101.6,14.24,36858,35.8,6,18.46,25.59,3.034,3.23,86.1,100.0,260.2,5,53.5,48.8,19.15,93.9,1,72.5
XR-00247,X-Ray Machine,GE Healthcare,86.4,12.22,32693,19.6,1,24.59,33.93,1.894,3.81,100.0,100.0,246.6,2,77.7,41.6,21.97,43.3,0,93.2
XR-00248,X-Ray Machine,Canon Medical,75.2,8.5,17002,1.1,3,23.61,27.19,2.322,3.72,100.0,100.0,345.9,3,80.1,10.9,21.55,96.4,0,134.7
XR-00249,X-Ray Machine,GE Healthcare,53.0,11.44,22348,91.3,2,27.33,30.38,2.132,2.41,100.0,100.0,306.8,5,79.7,62.7,13.53,77.6,0,115.5
US-00250,Ultrasound Machine,Mindray,49.8,13.92,17666,24.0,1,24.62,29.01,2.161,1.69,100.0,100.0,0.0,3,78.6,35.4,10.61,69.9,0,161.9
US-00251,Ultrasound Machine,Canon Medical,67.9,8.58,12705,52.5,2,22.85,27.94,2.153,2.09,100.0,100.0,0.0,3,77.7,39.6,19.27,55.4,0,103.1
US-00252,Ultrasound Machine,Philips,29.7,7.45,5288,19.2,1,28.32,33.68,2.325,3.88,100.0,100.0,0.0,0,76.9,55.1,14.45,87.9,0,128.0
XR-00253,X-Ray Machine,Mindray,75.8,13.29,35931,115.2,3,25.45,28.06,1.142,2.03,100.0,100.0,353.0,4,81.1,32.2,19.08,80.7,0,95.5
US-00254,Ultrasound Machine,Mindray,90.6,5.33,17764,9.6,2,26.69,30.43,2.752,4.5,100.0,100.0,0.0,1,85.5,45.3,24.63,62.3,0,124.7
XR-00255,X-Ray Machine,Philips,50.5,19.95,30755,13.4,1,23.28,30.3,1.402,3.11,100.0,100.0,354.7,0,80.4,50.7,15.2,69.7,0,130.4
US-00256,Ultrasound Machine,Canon Medical,63.5,8.01,13742,49.9,2,23.69,34.88,2.384,2.52,100.0,100.0,0.0,2,79.8,29.2,12.24,55.5,0,129.0
CT-00257,CT Scanner,Philips,12.7,15.6,5910,11.6,0,26.53,29.19,2.235,5.91,75.9,100.0,327.8,0,68.2,49.3,9.49,75.4,0,134.7
XR-00258,X-Ray Machine,Mindray,95.5,19.47,71852,14.6,3,24.36,35.88,2.559,2.69,100.0,100.0,292.0,2,76.5,39.4,15.02,57.4,0,137.2
XR-00259,X-Ray Machine,Siemens Healthineers,46.8,5.87,7187,20.5,2,17.63,29.2,2.036,1.86,100.0,100.0,261.4,0,83.1,61.1,5.91,74.6,0,137.8
US-00260,Ultrasound Machine,Siemens Healthineers,69.1,12.05,28298,24.0,2,26.11,28.55,2.104,1.3,100.0,100.0,0.0,3,81.1,44.0,15.87,48.0,0,110.8
MRI-00261,MRI Machine,Philips,51.7,10.26,20574,30.6,2,17.09,24.37,1.749,2.91,92.5,85.4,0.0,2,68.4,52.8,18.95,70.7,0,113.1
CT-00262,CT Scanner,Philips,30.5,11.52,13650,57.5,1,25.93,29.41,1.123,1.87,95.4,100.0,279.2,1,85.2,61.4,13.7,79.2,0,85.8
XR-00263,X-Ray Machine,Philips,23.7,13.04,7292,23.3,0,30.17,35.28,2.928,0.38,100.0,100.0,267.5,2,75.7,31.3,12.44,85.4,0,124.5
VT-00264,Ventilator,Canon Medical,20.2,21.08,10224,12.3,3,23.03,27.07,1.332,4.19,100.0,100.0,0.0,3,87.1,37.8,8.65,73.3,0,116.9
US-00265,Ultrasound Machine,Philips,105.6,12.01,27483,3.1,3,23.14,32.41,2.849,3.12,100.0,100.0,0.0,1,77.1,43.6,28.03,64.4,0,120.8
US-00266,Ultrasound Machine,Philips,24.1,12.91,10572,69.8,2,26.86,36.9,1.392,1.31,100.0,100.0,0.0,2,80.0,38.6,4.74,66.4,0,153.2
CT-00267,CT Scanner,Siemens Healthineers,14.9,16.15,9153,7.3,1,22.57,31.63,1.952,2.88,73.4,100.0,297.3,1,64.5,41.9,15.98,63.1,0,101.8
MRI-00268,MRI Machine,Philips,5.9,9.79,1661,24.9,0,21.03,31.76,1.687,2.11,88.4,100.0,0.0,2,79.0,40.4,9.92,77.3,0,118.3
CT-00269,CT Scanner,Philips,107.5,13.67,44621,4.9,5,23.63,26.15,3.124,3.73,87.0,100.0,330.4,3,72.0,59.9,25.99,58.3,0,77.6
XR-00270,X-Ray Machine,Siemens Healthineers,48.1,7.23,8158,50.7,1,29.42,39.01,1.758,2.04,100.0,100.0,247.3,2,80.7,40.2,21.69,86.7,0,95.5
XR-00271,X-Ray Machine,Canon Medical,124.5,16.14,57878,81.9,5,21.05,28.33,2.824,2.24,100.0,100.0,274.1,1,84.0,56.3,29.44,58.3,0,44.8
XR-00272,X-Ray Machine,Mindray,180.0,12.11,58106,76.0,11,22.36,29.27,3.062,2.23,100.0,100.0,254.2,8,88.5,66.0,41.2,28.9,1,2.3
US-00273,Ultrasound Machine,Philips,94.6,11.9,32233,21.5,7,22.49,24.7,3.827,2.33,100.0,100.0,0.0,4,78.4,27.2,16.58,44.8,0,88.9
MRI-00274,MRI Machine,Philips,49.9,6.41,12138,3.3,3,19.92,29.45,2.146,1.27,84.5,99.9,0.0,0,81.0,53.1,18.53,80.5,0,123.3
CT-00275,CT Scanner,Mindray,60.0,12.16,16401,59.6,2,28.83,32.55,3.272,1.76,88.4,100.0,273.6,4,78.4,36.1,12.79,78.7,0,117.7
MRI-00276,MRI Machine,Siemens Healthineers,17.0,7.6,3590,178.5,0,17.97,22.27,1.489,3.49,83.2,84.8,0.0,7,76.0,33.7,24.35,69.4,0,40.1
CT-00277,CT Scanner,Mindray,15.7,14.99,5694,73.0,0,23.89,35.56,0.1,2.32,89.1,100.0,359.4,3,90.3,42.4,8.63,66.5,0,123.2
VT-00278,Ventilator,Siemens Healthineers,55.3,11.48,23225,11.7,1,27.72,32.28,1.981,4.34,100.0,100.0,0.0,1,72.7,59.6,16.4,80.4,0,127.4
MRI-00279,MRI Machine,GE Healthcare,32.0,15.1,15727,78.0,0,20.91,29.68,2.22,2.25,92.8,84.2,0.0,1,92.2,52.1,13.57,77.7,0,85.8
US-00280,Ultrasound Machine,Siemens Healthineers,47.6,4.72,4823,54.4,3,22.32,29.53,1.88,1.32,100.0,100.0,0.0,3,82.0,46.2,14.63,48.4,0,121.1
VT-00281,Ventilator,Philips,96.0,15.15,38911,11.4,3,25.19,27.55,1.888,2.98,100.0,100.0,0.0,4,82.4,47.2,25.32,76.8,0,105.0
CT-00282,CT Scanner,Mindray,89.1,9.35,22647,32.6,5,20.49,27.43,2.102,2.06,77.1,100.0,326.0,2,80.6,44.7,7.69,85.4,0,99.6
MRI-00283,MRI Machine,Philips,41.8,10.18,9930,21.6,1,17.5,27.02,0.804,2.76,95.9,87.7,0.0,1,71.4,41.3,7.22,58.1,0,147.6
CT-00284,CT Scanner,Siemens Healthineers,36.8,7.14,5973,22.6,2,24.49,29.2,1.721,1.74,93.6,100.0,311.4,3,87.8,57.1,8.67,66.5,0,110.0
CT-00285,CT Scanner,Mindray,96.7,10.7,28213,70.5,6,20.75,26.56,2.344,4.5,89.6,100.0,303.3,6,79.1,37.9,30.07,62.5,0,37.1
CT-00286,CT Scanner,Philips,59.7,13.97,24899,34.3,6,22.3,27.68,1.641,2.32,82.9,100.0,303.8,1,86.9,40.3,11.81,60.0,1,106.1
MRI-00287,MRI Machine,Philips,42.9,12.2,18022,28.1,1,15.84,21.85,1.607,3.19,82.8,89.3,0.0,4,73.5,43.6,15.62,68.1,0,117.8
VT-00288,Ventilator,Siemens Healthineers,18.7,11.95,6058,29.4,0,28.48,31.6,1.507,2.62,100.0,100.0,0.0,0,84.7,40.0,6.25,63.8,0,135.7
US-00289,Ultrasound Machine,Philips,29.4,8.38,6730,14.3,1,22.97,31.75,2.645,3.58,100.0,100.0,0.0,1,71.6,35.1,9.1,61.3,0,124.0
XR-00290,X-Ray Machine,Canon Medical,108.8,5.02,13531,8.3,2,29.49,40.97,2.957,2.42,100.0,100.0,286.8,6,69.2,59.7,31.61,52.5,0,92.2
VT-00291,Ventilator,Siemens Healthineers,59.4,18.32,37552,141.5,2,25.8,30.4,2.288,1.75,100.0,100.0,0.0,8,96.5,44.5,14.55,91.3,0,99.9
VT-00292,Ventilator,Siemens Healthineers,41.7,20.0,28219,25.3,2,23.91,33.07,2.769,1.77,100.0,100.0,0.0,1,76.3,30.5,16.95,65.6,0,118.8
VT-00293,Ventilator,Philips,50.9,17.94,31922,24.6,3,25.83,29.8,1.653,3.56,100.0,100.0,0.0,4,78.3,34.3,15.43,74.5,0,108.9
CT-00294,CT Scanner,Siemens Healthineers,33.1,15.56,18571,9.0,2,16.33,27.34,0.948,1.88,89.9,100.0,336.8,1,81.4,48.5,15.87,68.3,1,128.0
US-00295,Ultrasound Machine,Siemens Healthineers,74.3,4.27,6821,15.4,4,23.09,31.09,2.109,0.82,100.0,100.0,0.0,1,75.3,61.5,19.83,94.5,0,101.9
VT-00296,Ventilator,Canon Medical,51.3,19.24,24226,33.4,3,27.48,34.58,1.846,0.8,100.0,100.0,0.0,1,79.5,45.0,5.31,72.9,0,136.2
MRI-00297,MRI Machine,Philips,42.7,8.73,8244,44.5,4,17.72,21.89,1.911,0.77,79.5,84.7,0.0,1,77.6,49.7,17.35,62.8,0,95.2
US-00298,Ultrasound Machine,Canon Medical,155.1,5.81,24248,12.1,8,27.14,31.7,2.205,1.16,100.0,100.0,0.0,1,84.3,31.0,32.67,63.9,0,99.2
US-00299,Ultrasound Machine,Canon Medical,30.7,12.96,11088,24.5,0,22.32,28.31,1.837,3.59,100.0,100.0,0.0,1,88.9,52.7,19.71,95.4,0,139.4
XR-00300,X-Ray Machine,Canon Medical,47.8,8.95,14195,15.6,2,25.37,34.5,2.078,3.97,100.0,100.0,250.3,2,88.5,33.3,21.56,68.6,0,119.2
VT-00301,Ventilator,Mindray,133.3,23.36,76206,17.3,8,23.17,30.21,3.028,3.97,100.0,100.0,0.0,2,80.8,30.4,28.18,47.1,1,64.6
MRI-00302,MRI Machine,Canon Medical,15.6,10.03,4016,89.8,0,16.8,24.06,1.721,1.28,92.3,98.6,0.0,1,83.4,57.1,13.36,70.2,1,121.4
VT-00303,Ventilator,Canon Medical,55.0,10.57,14028,32.4,5,27.29,36.45,2.035,3.66,100.0,100.0,0.0,1,74.3,46.4,20.92,77.7,1,106.0
VT-00304,Ventilator,GE Healthcare,121.6,13.11,39118,14.0,8,25.32,31.97,1.215,2.51,100.0,100.0,0.0,4,89.4,22.2,25.27,66.8,0,81.0
VT-00305,Ventilator,Canon Medical,86.5,21.57,57538,2.1,2,23.87,35.0,1.21,3.43,100.0,100.0,0.0,1,88.1,31.9,17.36,65.0,0,135.7
